1.000000000000000000e+01,5.151084037860432119e+00,-4.620000000000359819e+00,5.151084037860432119e+01
8.886238162743403279e+00,5.151084037860432119e+00,-3.506238162743763098e+00,4.577375955673375785e+01
7.896522868499724623e+00,5.151084037860432119e+00,-2.516522868500082666e+00,4.067565290252880317e+01
7.017038286703826344e+00,5.151084037860432119e+00,-1.637038286704182610e+00,3.614535391169559375e+01
6.235507341273912374e+00,5.151084037860432119e+00,-8.555073412742757455e-01,3.211962233359759011e+01
5.541020330009492234e+00,5.151084037860432119e+00,-1.610203300098547174e-01,2.854226137537203911e+01
4.923882631706739232e+00,5.185267150541896797e+00,-2.388263170700355431e-02,2.553164686331274069e+01
4.375479375074184496e+00,5.219677105803294026e+00,3.445206249255861053e-01,2.283858952098922401e+01
3.888155180308087377e+00,5.324283130583808088e+00,2.318448196918012627e-01,2.070163903560639440e+01
3.455107294592218103e+00,5.430985534162969586e+00,6.548927054077111620e-01,1.876463773591128970e+01
3.070290629757849832e+00,5.613595982798071482e+00,3.097093702421886974e-01,1.723537114523122682e+01
2.728333376486768103e+00,5.802346491232808212e+00,5.916666235133121177e-01,1.583073559397135988e+01
2.424462017082328114e+00,6.037243151123418805e+00,5.455379829178141904e-01,1.463706670778915431e+01
2.154434690031883370e+00,6.323334799933914674e+00,3.255653099683328833e-01,1.362321184966344489e+01
1.914481976169957633e+00,6.622983701528552203e+00,3.655180238302975226e-01,1.267958292504380324e+01
1.701254279852589146e+00,6.936832304240995839e+00,6.487457201476907187e-01,1.180131564620969264e+01
1.511775070615662298e+00,7.313768445698960008e+00,4.582249293846345495e-01,1.105677280846314758e+01
1.343399332598900209e+00,7.762358893423019879e+00,4.466006674013698330e-01,1.042794775681762331e+01
1.193776641714436426e+00,8.184152801877456085e+00,5.062233582858084446e-01,9.770050447103065139e+00
1.060818355139448332e+00,8.686128328843359725e+00,7.991816448607558243e-01,9.214404366333777574e+00
9.426684551178852178e-01,9.280070056203872042e+00,5.473315448823150575e-01,8.748029303267450985e+00
8.376776400682918178e-01,9.849263736907731825e+00,8.023223599318782817e-01,8.250508003543073343e+00
7.443803013251688583e-01,1.059256851071346439e+01,7.956196986749866085e-01,7.884899339812383445e+00
6.614740641230149043e-01,1.139196904979879044e+01,5.485259358771408245e-01,7.535492065734006317e+00
5.878016072274911963e-01,1.233300230006996756e+01,5.921983927726515162e-01,7.249358573921472981e+00
5.223345074266841914e-01,1.326374999145803457e+01,5.476654925734507628e-01,6.928114318418919559e+00
4.641588833612778631e-01,1.398448050990904612e+01,9.958411166385445767e-01,6.491020857866936389e+00
4.124626382901352417e-01,1.513966808898924121e+01,8.975373617097019974e-01,6.244547442821472671e+00
3.665241237079627790e-01,1.628222938747601845e+01,9.534758762918826847e-01,5.967829858256687103e+00
3.257020655659783048e-01,1.774419846555192493e+01,7.042979344338888836e-01,5.779322092042924908e+00
2.894266124716750044e-01,1.959493857755103363e+01,6.505733875282011525e-01,5.671296694091137347e+00
2.571913809059345191e-01,2.135435331158070582e+01,6.028086190939525579e-01,5.492155616558657805e+00
2.285463864134990586e-01,2.342617820734350786e+01,9.514536135863735922e-01,5.353968376767020310e+00
2.030917620904735821e-01,2.638799948230566628e+01,6.469082379094217572e-01,5.359185312903962384e+00
1.804721766827170337e-01,2.875735802389996110e+01,6.995278233171795534e-01,5.189902998217424290e+00
1.603718743751330056e-01,3.175678322269243736e+01,7.496281256247634417e-01,5.092894849547962899e+00
1.425102670302998142e-01,3.577186051531916178e+01,6.474897329696069903e-01,5.097857394208771709e+00
1.266380173467403225e-01,3.796592983042391722e+01,1.003361982653149909e+00,4.807930080450350196e+00
1.125335582600765078e-01,4.420400013928022531e+01,6.974664417398344085e-01,4.974433425002120934e+00
1.000000000000000056e-01,4.817304392271928748e+01,6.999999999999104716e-01,4.817304392271928748e+00
