1.000000000000000000e+01,7.307478425359059671e-01,-2.960000000000690079e+00,7.307478425359059671e+00
9.426684551178851734e+00,7.307478425359059671e-01,-2.386684551179541813e+00,6.888529398040501128e+00
8.886238162743403279e+00,7.307478425359059671e-01,-1.846238162744093358e+00,6.493599365684974423e+00
8.376776400682917512e+00,7.307478425359059671e-01,-1.336776400683604038e+00,6.121311282204733750e+00
7.896522868499724623e+00,7.307478425359059671e-01,-8.565228685004129261e-01,5.770367049691617289e+00
7.443803013251688583e+00,7.307478425359059671e-01,-4.038030132523786619e-01,5.439542992195947058e+00
7.017038286703828120e+00,7.307478425359059671e-01,2.296171329548002404e-02,5.127685589000672728e+00
6.614740641230149265e+00,7.307478425359059671e-01,4.252593587691606558e-01,4.833707452513507086e+00
6.235507341273914150e+00,7.340367363066444550e-01,4.244926587254695960e-01,4.577091458004825419e+00
5.878016072274911963e+00,7.373404324778904950e-01,5.419839277245230846e-01,4.334098912843174389e+00
5.541020330009492234e+00,7.406589976711515089e-01,7.589796699899622467e-01,4.104006563700303367e+00
5.223345074266841692e+00,7.473410031103222551e-01,7.966549257326676070e-01,3.903619947393942358e+00
4.923882631706739232e+00,7.540832916174493583e-01,1.056117368292781578e+00,3.713017622455407007e+00
4.641588833612778409e+00,7.643109461558204032e-01,1.078411166386793241e+00,3.547617153084873465e+00
4.375479375074184496e+00,7.781639268660127673e-01,9.045206249254746922e-01,3.404840212428974944e+00
4.124626382901352528e+00,7.922679900388103214e-01,9.753736170983415832e-01,3.267809454042303052e+00
3.888155180308088266e+00,8.066276864928669799e-01,1.431844819691562520e+00,3.136293617817169199e+00
3.665241237079627901e+00,8.249438578814789480e-01,1.454758762920064896e+00,3.023618246182752767e+00
3.455107294592218992e+00,8.474730881738732347e-01,1.064892705407594065e+00,2.928110448920144382e+00
3.257020655659783159e+00,8.706175921151571018e-01,1.122979344340052421e+00,2.835619480699850481e+00
3.070290629757849388e+00,8.943941728387754253e-01,1.209709370242009641e+00,2.746050048176914782e+00
2.894266124716750710e+00,9.229554472815157951e-01,1.225733875283140151e+00,2.671278685689688182e+00
2.728333376486768103e+00,9.567154059363973673e-01,1.231666623513156367e+00,2.610238573815359953e+00
2.571913809059345191e+00,9.872668251007448159e-01,1.228086190940608446e+00,2.539165180702783076e+00
2.424462017082328114e+00,1.027985118289470812e+00,1.195537982917663555e+00,2.492310873418706052e+00
2.285463864134990253e+00,1.065586862982029537e+00,1.354536135864996993e+00,2.435360269442391701e+00
2.154434690031883814e+00,1.104564008133961828e+00,1.385565309968121994e+00,2.379711016484467034e+00
2.030917620904735710e+00,1.150120042212513738e+00,1.349082379095300155e+00,2.335799059885092621e+00
1.914481976169958077e+00,1.197554964454796700e+00,1.765518023830018990e+00,2.292697394921562992e+00
1.804721766827170226e+00,1.258195845467590779e+00,1.435278233172894602e+00,2.270693429246875450e+00
1.701254279852588924e+00,1.315984531355499865e+00,1.358745720147513936e+00,2.238824316188347652e+00
1.603718743751330278e+00,1.376427440136197111e+00,1.496281256248764180e+00,2.207402485160081529e+00
1.511775070615662298e+00,1.433196060974595509e+00,1.528224929384442987e+00,2.166670076285958313e+00
1.425102670302998087e+00,1.512546207494642303e+00,1.654897329697099906e+00,2.155533639257287248e+00
1.343399332598900209e+00,1.589137376432590010e+00,1.496600667401246199e+00,2.134846090907508653e+00
1.266380173467403170e+00,1.669606910957132762e+00,1.753619826532705872e+00,2.114357089520269017e+00
1.193776641714436426e+00,1.746291625567461647e+00,1.466223358285745348e+00,2.084682152223968465e+00
1.125335582600764939e+00,1.851271307812483613e+00,1.534664417399415726e+00,2.083301475729241403e+00
1.060818355139448554e+00,1.936299832176045843e+00,1.999181644860652085e+00,2.054062403025783023e+00
1.000000000000000000e+00,2.043504756591920657e+00,1.580000000000197247e+00,2.043504756591920657e+00
